ham,"Ernie always pressin someone on twitter, weather its spelling or grammar errors or the wrong lyric hes on it! Lol"
ham,RT @Kingsley_the1st: Should have kept your bra on...
spam,"Done :) cheonma chingu RT@yurikeELFSJ: @TyaMeiMei FolBack Ne Chingu:) *gomawo:)*"""
ham,Morgan murdered my name... It's all love still though
ham,"RT @xLeahEv: Aw, I love my twitter family&lt;3"
ham,Hahahahahaha last night when I asked Fabian if he had Trina on his phone that shit was so funny
spam,"I've harvested 1,330 of food! http://t.co/b72NWsekRs #iphone, #iphonegames, #gameinsight"
ham,"i've got to be free , free to face the life that's ahead of me ."
ham,"RT @LukeIsNotSexy: Hah, there's a glitch on Facebook where it says I have friends."
ham,"'google for entrepreneurs' - read rodinhooder @gurujee13's  take-aways from the event - 
http://t.co/WDhdV6aO5C"
ham,@Ross_TooCold @BigDaddy_HQ That Nigga wear sum shit like dat on BOSS Imma shoot him.... Lol..
ham,Mad respect for @DHern_30 Guy has taken a lot of flack lately but he stood in front of media like a man. Love guys like him. #DBacks
ham,@CountryAly My rehearsal was one freaking minute long lmao and I live quite far from there! I had to go back for a 1 minute rehearsal o k
ham,I've had Justin Bieber- Favorite Girl on repeat all day. Wut.
ham,RT @bmosh: GREAT article on Performance Support by Dr. Conrad Gottfredson- http://t.co/KTIWtx25Qz #elearning
ham,Why tf it gotta be so loud for?
ham,i love my latenight conversations with one of my besties @jess_cerronex #somethingsneverchange :)
ham,"Here we go back, this is the moment, tonight is the night we'll fight till it's over.."
ham,"But what if people are happy to work for less than minimum wage, or for free because it is better than doing nothing? What about volunteers?"
spam,"I've met Madlen Airborn in my Airport City!
http://t.co/OmQZZhflm0 #android #androidgames #gameinsight"
ham,Good morning peepz hw was ur night....
ham,Why do we always want what we can't have
ham,RT @jozzayyyy: Some go to college. Some sell drugs. Some work. Some just lay around &amp; just chill. Fuck it..just do you !
ham,RT @aetony11: @GentlemanVince celtics comin back!
ham,RT @Slim_Wont_Chill: Niggas love hoes but bypass the ambitious chicks everyday B
ham,@llc24 resulted in spanish music keeping me awake cos i have to think more about what the words mean haha
ham,while no one knows 80 percent of the shit you've done....
ham,"RT @MadHouseMNL: It's finally here! Our May 2013 POP UP MAG with the Horror Diva, Lilia Cuntapay on the cover! http://t.co/uVm6Kjayyg"
ham,Congrats sies'wam. Totally blessed ey! :) @keagi_m
ham,On my way to work sian jurong to airport sia!
ham,Smoking on purple to ease my mind RNS
ham,@MagicMyazwe @ajibolakenny man I love them they get me so hyped and so focused
ham,RT @TellemWatITWEET: Cut the radio on I'm bumping Johnny gill
ham,Free Photo Cards http://t.co/7VgSToviBU
ham,@Loyal_Freakk haha goodnight love !
ham,I suppose to be packing but I'm sitting on the couch tweeting smh
spam,@hideko8ni9853 @servinio2 @TheRrealTed @Create_FThings @OMGFunniest @OMGisTED done following you guys :D
ham,"...I got you so high, and I know you like. So come and push it on me, if it feels alright. When you drop it low, and break me off.."
ham,@PrairieCityPost I was on mturk when it first started and payout was so much better.
spam,"I have Marble Processing Mill on my island! Now my island is even more awesome! http://t.co/pqleMt0k4Z #pad, #ipadgames, #gameinsight"
ham,I'm seriously about to scream I worked on this ALL DAY &amp; it uploaded half of the video .. I'm fixing it.. sorry ://
ham,@enaa_k oh... ill be sure to show some respect/love next time I'm watching you're vines.
spam,"I've harvested 1,110 of food! http://t.co/c0b5kHpagb #ipad, #ipadgames, #gameinsight"
spam,and on that note follow me http://t.co/0OCWbwczqi
ham,There hasn't been one time that I don't see the PCL security guard on his phone -_-
ham,"Love this! And the quote at the end:
The people who get angriest about fat girls looking good and feeling hot are... http://t.co/LEUZwhXg0U"
ham,Well good morning. Today appears to be a good day to sack work off early and go watch #speedway So look out Swindon!
ham,@nandersen57 Woooo its on! I could never fight my nicky boy though #loveme
ham,"Cheese eggs and potatoes . Smokin weed on the beach thats my mind workin like play dough . Analyzin the world,fantasizin bout girls ..."
ham,I really don't want to get up ugh
spam,I've just finished High Heels! I'd love for you to come! http://t.co/Ak5wq3KoNE #iphone #iphonegames #gameinsight
ham,Lathicharge on Sikh Protestors at 10 Janpath #ShameItalianBitch
ham,Why do u annoy me
ham,Let me go follow Taylor right quick and ask her what her babymama name is again
ham,Andre 3000 kills anything he's on and If you think different your mama got a yeast infection
ham,Morning tweeps...have a blessed day today
ham,@TheJessjess Yes they are so good!  Super cute.  Going under the knife next week so that's a little scary. But I LOVE THEM. Just need Bowie.
ham,@justinbieber I am Turkish Belieber I can't come to your concert in Turkey but I'm very happy for the other Beliebers I love you so much x21
ham,@WayneCain2 @Apexx27 ugh ;P
spam,"I've collected 13,950 gold coins! http://t.co/nEjO9RAgeG #android, #androidgames, #gameinsight"
spam,#teamfollowback #instantfollowback #instantfollow #ifollowback #500aDAY #10000aDay #followme #openfollow #tfb #follow4afollow #f4f 8
spam,I just flew 147m in a totally crazy game of Jetpack Joyride on iPho http://t.co/CSVZyP6fFh http://t.co/tuYrVuff3s
ham,@Logic301 put @chipNOdale on a track! He's on his grind everyday and your shit keeps him rollin'
ham,@p945fm Hi! Would love to hear @JessicaESanchez TONIGHT feat. Ne-yo. Thank you :)
ham,Ugh school.
ham,"@StaffsNews Stone Rural's UKIP candidate David Nixon is one voters should put on No list. Vile homophobia, xenophobia &amp; bigotry in leaflets."
spam,The new twitter is freshhhh!!! Love it
ham,Mophie Juice Pack Helium for iPhone 5 Review http://t.co/d8B5h0JPqT I happen to have this case &amp; it is an absolute boon to have.
ham,@cositsmick This young man deserves better. A disgrace that he was arrested. Hope it doesn't put him off carrying on his work.
ham,If I wanted to read your convo I would click on it.
ham,"@OMGFacts I find a decent pair of #Jockeys will go a 10 week stint...

Turn them, inside out, back to front - the permutations are endless!"
ham,hmm stupid ass alarm got me liking country music.
ham,"_/|\_ YOU  yourself, as much as anybody in the entire UNIVERSE deserve your love and affection.~ #Buddha"
ham,Fucking shattered 2day roll on the weekend!!!!!
ham,@SteveBrocko Morning Steve. Not on this occasion.
ham,What a wonderful morning to be up jump on the scales after just two days and find another 2lb's of unsightly has... http://t.co/QkBrK7TuGu
ham,"IM WATCHING MY FAV MOVIE OF ALL TIME IM TOO GEEKED, I LOVE NAPOLEON DYNAMITE"
ham,"RT @JaiBrooks1: Love this music video, it's done so good!! @arianagrande you're a hot goth!! http://t.co/Ri2jnMzcgX"
ham,my sister came in and asked why i was dressed like a whore
ham,#nowplaying  Crooked Young - Bring Me the Horizon
ham,@Crystal_Jia_Min can ask her why tmr?
ham,@Emily_Lawson_ you may have done it wrong
ham,RT @dom_gnarly: oh yes I love her like.... pussy money weed
ham,you know what I think I will go actually pick up my masters degree lol I never picked up that thing back in 2010
ham,"RT @miss_lira: 4 Studio Albums, 2 Live albums, 2 live DVD's and 1 Best of album to mark 10 awesome years of Music :......"
ham,Bathe than go out find dear lio
ham,Why am I still up?
ham,RT @Wizzyemmanuel: Y'all Chill..... Love Is The Best Thing Till You ReaLize Its A Setup To Get Your FeeLings Hurt
ham,Cant Sleep .. Juss In Heree Listeninng To Music &amp; Thinking . &lt;
ham,It is amazing how honored I am that someone would put my sign in front of their home. So blessed http://t.co/BadNcji1ZB
ham,Twitter I don't think I told you that we bought the biggest jar of Nutella we could find last night http://t.co/CPvlkPB2ah
ham,Started updating Shadow Racers last night to use a shading model more like what's seen in the box art: #XBLIG #XNA http://t.co/7RZ10D6QZI
ham,"RT @jedonwimberly: I've had the hardest time sleeping lately, so i'm just going to stay up on social media until @jackie_arlene goes to bed."
ham,I found them.... I gotta go!
ham,"Also, please go out and vote for your local councillors today #publicserviceannouncement"
ham,@jaayturtless69 Want me to shit on you ?
ham,There hasn't been a day where I didn't go googly eyed over a girl at the gym. They keep getting hotter and hotter
ham,Okay guys! There's all of today's news. See you later on with the days news! Have a good one! #COYS
ham,RT@NqubekoMbatha: A blessed day to everybody
ham,why cant i just fall assleep !
ham,RT @MileyCyrus: Who's excited for @vmagazine http://t.co/WXbomf5LQ3
ham,Folks from the countryside have such a problem paying for accommodation in the city. Why is it?
ham,Incase anyone wanted to know the song Stacy is tweeting. I love the message it sends
ham,"Watching the weather, should be warm and sunny on my birthday! Wahoo!"
ham,hoes walking round with they stomach out n see through clothes on looking like a whale in a bathing suit
ham,"@ThisIsWARPED A lot of people talking on here, but are they really saying anything? Or are they just looking for attention? #NOMOREANSWERS"
ham,"Hye my love 
Capital S http://t.co/GocjTftQnk"
ham,"""@clairgs: I love my wise Dad.He never tells me the right decision,just cleverly let's me arrive at it like I did it all by myself.""Nice Twt"
ham,AMD has a sale on CPUs and Intel has a combo on both a GPU and a motherboard... Why did I have to be broke now?!
ham,well now that I'm done cleaning up a pile of glass at almost 2 in the morning I'm going to bed..good night.
ham,RT @_king_XL: free my niggas
ham,Might not go to school tomorrow..
ham,@darvall77 well thats good then :) carry on watching them! I love masuka
ham,Mayson gonna look dumb when I go to his bands first show and sleep him why they're on stage
ham,@GivingKrisHead yeah I still can't register. FML right? nvrmind. I'm just gonna go to the airport &amp; sport the real ulzzangness in me. hehehe
ham,"RT @BakariB16: Orange Moon, Back in the Day, on &amp; on, next lifetime? I see you"
ham,"I don't like Google's Ray doodle. Earlier, Google used to intelligently mesh the logo in a doodle. Now, it's just a pic + Google on it."
ham,why can't I fall asleep
ham,"@m_wall @cathfoster89 thanks Matt! Come on then Cath, let's do this thing. #thinkofthegin"
spam,@daveiba congrats! you are picked go 2 the link on my profile code:3111
ham,RT @SMCSeattle: We think this might be a dream job for some: @REI Social Media Mgr opening in Seattle area http://t.co/0wmkpuxhnG /via @lux2
ham,Megat you love her ?
ham,Late night I'm lookin for ah thot Bitch!
spam,"@AustinMahone why you no follow me?:c come to Tijuana Baja Californi, Mexico TE AMO!&lt;3 
 #50"
ham,They mostly come at night... Mostly
ham,"Juno knows mama is not feeling well, she wont leave my side a second. Sleeping on my belly atm http://t.co/z5HTMUE4Or"
ham,Lol idk homie at da time action spoke louder than words n shawty hit a uturn on my ass
ham,Aight you niggas suck night
ham,@Qldaah @henkluf @JuliaGillard backfired spectacularly on Gillard. They now have to legislate and account or the rest of the funding NOW
ham,Just worked on my art final and now watching Bob's Burgers listening to the rain
ham,#RT! free download of my song SUMMER SORROW here!  http://t.co/EIavOPJKsz #listen #rad
ham,yayy gonna b sunny on sunday for Thorpe park :D
ham,@ZayraBarcelo Seattle and Aberdeen in general produce nothing but child molesters and baby rapists so...........
ham,"Led zeppelin, pink floyd.. coffee and cigs, while judging everyone on facebook.."
ham,Early start. Filming this morning at Elmstone Hardwicke just outside Cheltenham on possible housing plans.
ham,"There's a budget version of 'Honey' on Sky movies right now. It's bad, but I can't stop watching."
ham,"@R1Breakfast you'll have to come invicta next time or just come now we don't mind, love you grimmy"
ham,Prolly why we act like det
ham,Love Golf_and_Travel Love #golf. Join our 1st Transafrican Morocco Golf Tournament July 2013. http://t.co/N8iJSlwF1j  http://t.co/hcQfEkhNVr
ham,7 on 3 Lawd help us
ham,"""@RobstenMonster: Kristen Is The Reason Why I Smile, Kristen Is The Reason Why Rob Smiles Too ;) http://t.co/vVfQWje0jI"""
ham,@EmyLayPunk Sunday is now officially  #Dogday  @DogBountyHunter @MrsdogC  @LelandBChapman  SUNDAYS 8/7 on @CMT #CMTDOGANDBETH  RETWEET!!!
ham,late night boba run! #honeydew
ham,Even this retarded amount of ads on pandora piss me off
ham,I cannot stay up all night.
ham,RT @money_goblinN: finna go MIA for a while
ham,I need someone who I can have deep convo's with when there's too much shit on my mind.
ham,OHY FUCK HES WEARINF TGW RING ON TE CKODN GAY RING FINGER AGAIN IM SCREAMING!?!! http://t.co/9puioe8A89
spam,"New phone, whatsapp me on +2772676703*"
spam,RT @JDBieber_Quote: #SelfFact I LOVE @justinbieber
ham,"When the teacher writes a bunch of mathematical bullshit on the board and asks if there's any questions.. ""Yeah, what the fuck is that?"""
ham,"""@jake_7_17: ""@BeritaLFC: Liverpool home-kit by Warrior for season 2013/2014 #RiseUpLFC http://t.co/BVsIuhNMwU"" and Suarez is on't picture!"
ham,Why is she making arroz con leche this late at night? Idk but I'm hungry af
ham,Rough night.... Can't sleep without my bf &gt;_&gt;
ham,Excuse me. Just because you and your immature girlfriend broke up doesn't not give you the right to hit on every girl you used to like in HS
ham,"Kind of regret doing the hardest intensity cardio ""fight"" option on the machines at the rec tonight. OUCH"
ham,Then it always comes out to be something that I done no matter wat it iz
spam,"I've collected 18,650 gold coins! http://t.co/q3NvFj4FE1 #iphone, #iphonegames, #gameinsight"
ham,fall in love with minwoo(boyfriend)!!!!!
ham,"She be on that devastating, painful, Olivia Pope love RT @SOLEILSingz: J. Sullivan needs a new approach to love songs."
ham,All ready for work :) going to have a coffee then off I go
ham,".Tito Vilanova on why he benched Messi: 

""Messi was not injured, but he was not feeling okay, and I thought that... http://t.co/MI3XAyaB4N"
ham,"EWWWW OKAY THERE'S A SPIDER NEST ON THE WINDOW, THERE'S HUNDRES OF THEEMMM D: MIGHT ASWELL JUST KILL ME NOW"
ham,Americans' Unity on Big Issues Doesn't Bridge Partisan Gap http://t.co/mGy96VIOpW
ham,RT @ChalyndaJordan: Ha why do I even bother..
spam,@giannaa_rose that unfollower can go fuck em self (--:
spam,"I've collected 382 gold coins! http://t.co/eXADYnLfiq #ipad, #ipadgames, #gameinsight"
ham,#NowPlaying Justin Bieber - Never Say Never Featuring Jaden Smith on http://t.co/1FI42yl00M #Top40 #Music #LasVegas
ham,@prodijig you were amazing on tuesday night! How fast do your feet move!!!
ham,"I don't want good &amp; I dont want good enough
I want cant sleep, can't breathe without your love"
ham,btw s/o to producers who fuck with me. I'm looking to buy beats and work on new solo project
ham,Morning Tweeps! The weekend is here! #Bahrain #Morning
ham,Flash.. teachers transfers GO release ETV-2-News
ham,"RT @PockxtsWright Everybody sayin the NBA rigged,stfu. They think yall care what they saying? Nigga Bron took in 59 million last year. Lmao"
spam,"I have Cafeteria on my island! Now my island is even more awesome! http://t.co/htxZ2jsSx0 #pad, #ipadgames, #gameinsight"
ham,"A #pilot on an IFR flight plan operating in VFR weather conditions, may request  VFR-On-Top in lieu of an assigned altitude."
ham,"Posted a new song: ""This Is Where the Country Is, Sung by Terry KIng"" http://t.co/CXGE5g7No2 #music"
ham,Got me up all night.
ham,If anyone ever wants to see me at my worst go visit me when i work an opening shift.
spam,THIS JUST IN: Smurfs love to love Smurfette! Tap #Smurfette once a day to earn extra XP. http://t.co/AYXWUCQUX8 #SmurfsVillage @BeelineGames
ham,Don't know why but im feeling happy now. No sad emotions :D
ham,The Edge of Glory - Lady Gaga http://t.co/7WYGODL8CJ #nowplaying #listenlive
ham,"RT @Fact: Based on a psychological study : A crush only lasts for a maximum of 4 months. If it exceeds, you're already in love!"
ham,Cuz i am hangin on every word you sayin
ham,Fakshiet dongwoo's hands look perfect on errbady's ass
spam,"I've collected 12,057 gold coins! http://t.co/hwESJwfbwG #iphone, #iphonegames, #gameinsight"
ham,On the way to work and #thatpower comes on the radio @justinbieber @iamwill songs puts me in a goooood mood :)
ham,"I love listening to R&amp;B music, especially from the early 90s. Too bad love isn't like that in real life :/"
ham,RT @iWantYourPunany: why stalk my tweets tho? me nuh important enuh :s
ham,"RT @antijokeapple: On a scale of 1 to Osama Bin Laden, how good is your hiding spot? 

Rhetorical question. Osama Bin Laden is dead now."
ham,"Got my attention, now u akin like you'on eeem won't it! Shit was all good jus a week ago"
ham,RT @MyHoEzLAVISHH_: Naked Already Know iCuts Up So Why Do He Even Act !! ??? Lol
ham,"RT @FIirting: There are 3 sets of words that can instantly make a girl smile: ""You are beautiful"" ""I miss you"" &amp; ""I love you."""
ham,@KendrickPerkins perk we love you stay strong and go go win game 6
ham,"@mazymixer @windsorandy @starterfour10 @mrafletch @haggisadele @joanna_1973 @mrsbedders definitely, go for it Andy, give in to the FOMO :)."
ham,@cindyslem well I have to go to dinner tomorrow so what time will you be done?
ham,Always be curious but never seek for the full truth. Life is an adventure.
ham,I am not arguing i'm simply explaining why i'm right
ham,"Just listened to an audio version of Jane Eyre. If she was so in love with Rochester, why did she marry Tim?"
ham,RT @iRecycledTweets: Overthinking at night &lt;&lt;&lt;&lt;
ham,"#SelfFact I spend a lot of time just lying on my bed, listening to music :)"
ham,@CRSTVO shame on you Chris
ham,"My love is brilliant, my love is pure. I see a angel and them show your smile."
ham,"Had the best trip to Cuba, I wanna go back already :("
ham,@cliticalarry WAT YEAR WILL THE 19 YEARS LATER BE THAT DAY I WILL SCREAM AND I WILL GO TO KINGS CROSS AND SIT ON THE FLOOR THERE ALL DAY
ham,Now playing on 704Djs syndicated radio - Glass Malone - That Good (w/ Ty Dolla Sign and C Ballin) -  http://t.co/H0figqHpdN
ham,@Itz_Nilton this is why you should come to USF!!! Lol http://t.co/FrnPpyw7dv
spam,"Get Guess the Movie for free on your iPhone/iPad
#guessthemovie http://t.co/bwjx9zUvaA http://t.co/Zfl4kBDKup"
ham,@motherjones Why haven't we #fracked it yet?
spam,Alchemy #CrimMinds_CBS #GetGlue http://t.co/P4Q3UgiqwW
ham,Its so hard to concentrate on studying right now
ham,@FLOliving After the raves of @LizDiAlto about you I could just not resist. Just bought my ticket for SF's event! Excited to meet you!
ham,"RT @VeiledDesires_: For all those who're on strike: Get back to work. Govt won't roll it back. Sincerely, Affected aam admi. #Nagpur #LBT"
ham,"Facking 5 hours in the car -,- ugh"
spam,"I have Bathhouse on my island! Now my island is even more awesome! http://t.co/7Ch7qx4O3B #android, #androidgames, #gameinsight"
ham,I dont get why people ask you whats wrong when you know they really dont give a shit..
ham,"RT @myworld2015: 433,565 people from 194 countries have voted on @myworld2015. NOW it's your turn... http://t.co/L4Kf3rZyYT #post2015"
ham,@_nessavargas why
ham,why doesn't she look like that in person and this nigga steady trying to reverse my opinion #deceivingpictures
ham,@Donturunfromme here you go foolie
ham,"@RachyC89 @bassongofficiel @robsnodgrass7 @bradley4johnson 

Yes Rachel. My list is based on footballing skills! Your list is different."
ham,Are Sub-Saharan Africans being targeted in post-Ben Ali #Tunisia? http://t.co/iyx50N9Pqo via @FRANCE24 / Why racist ?
ham,"I haven't been the  same since my bro death. I wanna get back to music so bad, but Idk. I just dnt know anymore about a lot of things"
ham,"slept like a pig on a spitroast last night, couldnt stop turning over and was hot and sweaty as fuck #showertime"
ham,"@137025 no but I was going 2 based on the pledge text I will also do the wolds one, see u humiliated me on Tw and it worked good strategy !"
ham,I actually can't sleep with a blanket on. #notusedtothis #sohot
ham,"I want your love, I don't wanna be friends."
ham,"Your love's a guillotine, why don't you just set me free.

Too young to fall in love"
ham,I'm hella proud of my music library.
ham,"RT @Sandra__O: A morning text doesn't only mean ""Good morning"", it also means ""You're the first thing on my mind when I wake up."""
ham,That is why you should never open your self up to anybody
ham,Miley Cyrus ain't that innocent white girl no more she done turn black on a nigga ..
ham,http://t.co/MRPkvDBqgD - Tate(R) Achieves Net Zero Carbon Manufacturing Status for North Ame... http://t.co/4wzbtIE5TU
ham,Why did my piranha leave me :(
ham,Why did @Ya_a_seen_Him consult me about which tattoo to have done? Lol #domdreams
spam,"@AmazingggAnttt http://t.co/wFq4CUjCDz 
If I win, I will give the boys everyone's twitter name who is following my playlist! RT when done."
ham,"10 Most Expensive Materials on Earth

Antimatter - $62.5 trillion/gram
Californium - 252 - $27 million/gram... http://t.co/nwn5QJLu29"
ham,Taken me awhile but indicud has finally grown on me.  #Masterpiece
ham,RT @Cute_suhairerh: I love my parents!!! Dey r d reason am breathing now..
ham,I love the way that I can smile at my bestfriend and they know exactly what I'm thinking. ?
ham,@TheWizKhalifa not many ppl tell God They Appreciate Him or love for that matter. Some ppl don't believe he is real
ham,RT @Yo_Boi_Envy: The truth in this tweet &gt;&gt;&gt;&gt; RT @Yemza_: Yall date faggots and blame us men when they leak ya nudes
ham,"Why are you doing that pastoral assignment? Why did you sign up to be a worker in God's vineyard? 
#OpenHeaven"
ham,NO SHUT UP NO GABRIEL ISNT DEAD DONT EVER SAY THAT
ham,"I posted 5 photos on Facebook in the album ""AAT Kings @ ATE 2013"" http://t.co/MwKIu9tuvW"
ham,RT @judyy_812: Can't sleep at night but during the day I'm sleepy as heck! #weirdo
ham,"@Frith96 is she actually single?! She's too clever for men obviously. Aw she's just dead cute an organised, makes me so happy haha!"
ham,"S H'shire Humanists: Free Will, a talk by Jonathan Pearce, Southampton http://t.co/1GsxCF7e66"
ham,"RT @DHCC3: Cricket fans have a go of this from @ECB_cricket 

http://t.co/0ttpg4t4T7"
ham,If Vikki Don't Stop Whispering Too Mhe On This Phone
spam,"I've collected 9,565 gold coins! http://t.co/6qE6eGgUme #android, #androidgames, #gameinsight"
ham,"""@DOOK904: @CrazyAss_Tee wat happened wit u"" @DOOK904 on that high shit I went to sleep I really forgot I needed to call you"
ham,"RT @EverythingMS: Original Angry Birds released for Windows Phone, free until May 15 http://t.co/EEiNAfrtmF"
ham,@TheyMoanLyssaa why ? ;o DM ?
ham,Looking forward to @VHSComms @PovertyAlliance  roundtable with Scot Gov today on proposed food agency: how can it improve health outcomes?
ham,"http://t.co/MCcJTwOdWj On another note, is there any credibility to this announcement by Messa Boogie ?..."
ham,#nowplaying CCCP - Internationale (Russian vers HQ) on @radiobuku with @tunein http://t.co/Hu9Qii13H5
ham,"""Where do elephants go on vacation?"" ""Tuscany."""
ham,@kirst_mcleod i saw this and it reminded me of u!:)idk why http://t.co/xLMURgZAYV
ham,@anjelicuh lookin' like a fool with my pants on the flo-oh-or
ham,@SupJayCee thanks but Its nighty night time and I'm not feelin the whole b'day thing. If you want we can skype tonight/your morning.
ham,@Littlemixrock1 really ugh i wanna see it!!!!!!!
ham,Some girls and there nails? Like what even is a french manicure? I was contemplating on even just choosing a colour? #rainbownails
ham,Haha last night we said if we make 80k in a month then me and my bosses are doing a sky dive! #freefall
ham,WHY DOESN'T IT MOVES! I SAVE IT FROM TUMBLR AND IT'S MOVING... HOW TO SAVE IT
ham,"RT""@siiKEPO: I love the way you laugh and smile at me, it just makes my heart happy. :)"""
ham,@Kennedymayer112 call kobe. Say sorry for his injury. Feed him beef jerky. Spit shine his shoes. Go to Carl's jr. Get a cookie. Throw it.
ham,Put me on your shit list then because I will forever make fun of fat people.
ham,How'd it go from 6 conversations to 1...
ham,"@dee_md7 alright, flash him and sit on the a chair, so he will have to look downwards and u can tilt ur head so he sees u. @AcidBurn_TD"
ham,"Not too excited for an essay final worth 40% of my grade tomorrow, but I kinda love studying metaphysics. I'll miss philosophy classes."
ham,"I have FREE BodyByVi Protein Shakes to give away to the first 20 people who ask me for one. ""It's the Shake mix... http://t.co/AN3qY2MxWo"
ham,Music on shuffle. Cringey song from years ago comes on. Listen to it anyway.
ham,I never rely on luck. It's all my own choice. It leads me to the future. - Kagura Mikazuchi
ham,RT @MileyCyrus: Who's excited for @vmagazine http://t.co/WXbomf5LQ3
ham,RT @vmagazine: #Smilers! You have not seen everything yet. Preorder #V83 / Download the app at http://t.co/yBhgP2O9NB
ham,Summer is on its way! http://t.co/WwaXXXqdbW
ham,"I joined Twitter on the 6th of February 2009 (1,546 days ago). Find your Twitter age at http://t.co/yw4c0W6r36"
spam,@LadiesOfChrist @JacobyShaddix @Estacina oh my gosh I am so jealous! I would love to have that opportunity!
ham,"RT @avonstepsxox: He is the best Idol in the world, he's amazing and the things he does for charities is amazing!  http://t.co/94gOCJR7Wl"
ham,Waiting for everyone to go downstairs for breakfast so I can have a peaceful wank
ham,"I think go home , I straight away sleep sia ."
ham,Buut why
ham,RT @tommcfly: Looking forward to getting some mcfly stuff done in the studio tomorrow. Album 6 stuff. Yes yes yes.
ham,"RT @damnitstrue: I try not to miss you, I try to let go, but in the end, you're always on my mind."
ham,"everytime i go on the John Legend station, Differences by Ginuwine will come on"
ham,RT @VirgoNation: Sometimes a #virgo has to analyze the things around them before warming up to it.
ham,RT @lataliaa1: It's so hard to go to sleep with a lot on your mind....
ham,#Oomf still up.. her ass better be in class tomorrow too!!!
ham,Jets - Love makes the world go round - Good Rockin Tonight #11 - (April 2013): http://t.co/JkzXliZWSg tramite @YouTube
ham,Ahhh seriously cant breathe :( i hate feeling like this . Got a restless night ahead of me. . .
ham,who knew balancing odd objects on a bald persons head could be so funny @ItemsOnABaldGuy
ham,#heartwarming Cute Dog On The Beach - A Place to Love Dogs http://t.co/jPAi28S5oj #cutedog #pets
ham,":""""""D RT @PhilaN91: bootleg jeans and white loafers are the reason why we'll never have an indian president :-("
ham,@itsapat hahaha seriously! Happens every night!
spam,"I've harvested 30 of food! http://t.co/siq9RwdwSW #iphone, #iphonegames, #gameinsight"
ham,RT @Hamza_6969: In primary school putting your water bottle in the freezer over night in the summer
ham,I blame the freezing conditions I had to run in at the weekend as to why I feel like death now
ham,"Kenneth Bae: North Korea sentences American to 15 years' hard labour http://t.co/fhFIZzbcQ0 via @guardian Hang on, North Korea has tourists?"
ham,can't wait to go back to sleep
ham,"I stay to myself. I'll been done caught a charge fucking with these ratchet ass , big chin ass , no edges having ass hoes!"
ham,This famous lady apparently only spreads negative news on Pakistan &amp; tries to be cool. Unless we win a match &amp; she'll be 'so proud' #fake
